"country","code","year","life_exp","hc_exp","gni_percap","tb_per100K"
"Cayman Islands","CYM","2000",NA,NA,NA,14
"Cayman Islands","CYM","2001",NA,NA,NA,2.7
"Cayman Islands","CYM","2002",NA,NA,NA,0
"Cayman Islands","CYM","2003",NA,NA,NA,0
"Cayman Islands","CYM","2004",NA,NA,NA,2.4
"Cayman Islands","CYM","2005",NA,NA,NA,1.2
"Cayman Islands","CYM","2006",NA,NA,NA,0
"Cayman Islands","CYM","2007",NA,NA,NA,2.2
"Cayman Islands","CYM","2008",NA,NA,NA,2.2
"Cayman Islands","CYM","2009",NA,NA,NA,4.2
"Cayman Islands","CYM","2010",NA,NA,NA,8.3
"Cayman Islands","CYM","2011",NA,NA,NA,4.1
"Cayman Islands","CYM","2012",NA,NA,NA,12
"Cayman Islands","CYM","2013",NA,NA,NA,9.9
"Cayman Islands","CYM","2014",NA,NA,NA,0
"Central African Republic","CAF","2000",44.6,10.4,650,1073
"Central African Republic","CAF","2001",44.36,9.7,680,1001
"Central African Republic","CAF","2002",44.25,10.7,700,923
"Central African Republic","CAF","2003",44.28,12.52,670,842
"Central African Republic","CAF","2004",44.44,13.06,710,762
"Central African Republic","CAF","2005",44.74,14.28,730,687
"Central African Republic","CAF","2006",45.16,14.24,780,620
"Central African Republic","CAF","2007",45.69,16.34,820,561
"Central African Republic","CAF","2008",46.28,19.97,840,511
"Central African Republic","CAF","2009",46.93,16.25,850,467
"Central African Republic","CAF","2010",47.63,17.41,870,431
"Central African Republic","CAF","2011",48.35,18.09,900,402
"Central African Republic","CAF","2012",49.11,17.02,940,378
"Central African Republic","CAF","2013",49.88,12.53,590,359
"Central African Republic","CAF","2014",50.66,15.59,600,375
"Chad","TCD","2000",47.58,10.42,780,151
"Chad","TCD","2001",47.59,12.01,850,152
"Chad","TCD","2002",47.62,18.4,890,152
"Chad","TCD","2003",47.68,16.06,860,152
"Chad","TCD","2004",47.8,26.01,1150,151
"Chad","TCD","2005",47.97,25.81,1350,151
"Chad","TCD","2006",48.23,23.65,1340,151
"Chad","TCD","2007",48.56,26.82,1410,151
"Chad","TCD","2008",48.95,27.1,1400,151
"Chad","TCD","2009",49.39,26.58,1620,151
"Chad","TCD","2010",49.86,26.42,1820,151
"Chad","TCD","2011",50.33,31.32,1810,151
"Chad","TCD","2012",50.78,29.18,1950,151
"Chad","TCD","2013",51.19,33.67,1980,151
"Chad","TCD","2014",51.56,37.1,2080,159
"Channel Islands","CHI","2000",77.51,NA,NA,NA
"Channel Islands","CHI","2001",77.78,NA,NA,NA
"Channel Islands","CHI","2002",78.06,NA,NA,NA
"Channel Islands","CHI","2003",78.34,NA,NA,NA
"Channel Islands","CHI","2004",78.63,NA,NA,NA
"Channel Islands","CHI","2005",78.9,NA,NA,NA
"Channel Islands","CHI","2006",79.17,NA,NA,NA
"Channel Islands","CHI","2007",79.41,NA,NA,NA
"Channel Islands","CHI","2008",79.63,NA,NA,NA
"Channel Islands","CHI","2009",79.83,NA,NA,NA
"Channel Islands","CHI","2010",80.01,NA,NA,NA
"Channel Islands","CHI","2011",80.17,NA,NA,NA
"Channel Islands","CHI","2012",80.32,NA,NA,NA
"Channel Islands","CHI","2013",80.46,NA,NA,NA
"Channel Islands","CHI","2014",80.61,NA,NA,NA
"Chile","CHL","2000",76.82,326.16,9490,23
"Chile","CHL","2001",77.2,299.81,9900,23
"Chile","CHL","2002",77.57,290.11,10110,18
"Chile","CHL","2003",77.93,352.96,10500,16
"Chile","CHL","2004",78.29,430.31,11060,19
"Chile","CHL","2005",78.64,508.88,11870,18
"Chile","CHL","2006",78.98,584.73,13780,18
"Chile","CHL","2007",79.31,664.98,15020,17
"Chile","CHL","2008",79.64,739.62,15260,17
"Chile","CHL","2009",79.96,754.59,15180,16
"Chile","CHL","2010",80.28,891.12,17020,16
"Chile","CHL","2011",80.59,1023.22,19140,16
"Chile","CHL","2012",80.89,1108.01,20480,16
"Chile","CHL","2013",81.2,1192.05,21690,16
"Chile","CHL","2014",81.5,1137.36,22230,15
"China","CHN","2000",71.73,43.63,2900,109
"China","CHN","2001",72.18,47.54,3180,105
"China","CHN","2002",72.61,54.47,3520,102
"China","CHN","2003",73.03,61.59,3940,98
"China","CHN","2004",73.42,70.62,4440,95
"China","CHN","2005",73.77,80.94,5060,92
"China","CHN","2006",74.07,94.05,5870,89
"China","CHN","2007",74.34,115.29,6880,86
"China","CHN","2008",74.58,157.68,7680,85
"China","CHN","2009",74.8,192.52,8360,83
"China","CHN","2010",75.01,220.08,9290,78
"China","CHN","2011",75.2,279.48,10290,77
"China","CHN","2012",75.39,328.66,11320,76
"China","CHN","2013",75.59,375.14,12270,72
"China","CHN","2014",75.78,419.73,13460,69
"Colombia","COL","2000",70.99,146.01,6440,36
"Colombia","COL","2001",71.26,142.81,6580,35
"Colombia","COL","2002",71.52,133.59,6740,34
"Colombia","COL","2003",71.78,132.98,6990,35
"Colombia","COL","2004",72.02,147.18,7460,33
"Colombia","COL","2005",72.26,196.93,7950,30
"Colombia","COL","2006",72.49,226.69,8640,32
"Colombia","COL","2007",72.71,292.3,9350,31
"Colombia","COL","2008",72.91,359.71,9740,32
"Colombia","COL","2009",73.1,361.03,9890,31
"Colombia","COL","2010",73.28,422.39,10260,31
"Colombia","COL","2011",73.45,479.62,10970,32
"Colombia","COL","2012",73.63,546.71,11570,32
"Colombia","COL","2013",73.81,549.37,12250,31
"Colombia","COL","2014",73.99,569.19,12950,30
"Comoros","COM","2000",59.44,13.11,1160,39
"Comoros","COM","2001",59.51,11.21,1190,38
"Comoros","COM","2002",59.6,14.53,1200,37
"Comoros","COM","2003",59.72,19.66,1220,37
"Comoros","COM","2004",59.89,24.14,1240,36
"Comoros","COM","2005",60.11,26.54,1290,36
"Comoros","COM","2006",60.39,29.29,1330,36
"Comoros","COM","2007",60.71,35.11,1360,35
"Comoros","COM","2008",61.07,40.34,1350,34
"Comoros","COM","2009",61.44,29.33,1350,33
"Comoros","COM","2010",61.83,44.23,1360,33
"Comoros","COM","2011",62.21,49.93,1390,34
"Comoros","COM","2012",62.58,55.3,1420,34
"Comoros","COM","2013",62.93,53.57,1470,34
"Comoros","COM","2014",63.26,56.76,1490,35
"Congo, Dem. Rep.","COD","2000",50,18.16,400,327
"Congo, Dem. Rep.","COD","2001",50.63,5.82,380,327
"Congo, Dem. Rep.","COD","2002",51.35,4.43,390,327
"Congo, Dem. Rep.","COD","2003",52.11,5.44,410,327
"Congo, Dem. Rep.","COD","2004",52.88,6.33,440,327
"Congo, Dem. Rep.","COD","2005",53.64,6.71,460,327
"Congo, Dem. Rep.","COD","2006",54.37,8.36,480,327
"Congo, Dem. Rep.","COD","2007",55.06,9.87,510,327
"Congo, Dem. Rep.","COD","2008",55.72,13.85,520,327
"Congo, Dem. Rep.","COD","2009",56.34,16.06,530,327
"Congo, Dem. Rep.","COD","2010",56.9,12.58,560,327
"Congo, Dem. Rep.","COD","2011",57.4,12.38,580,327
"Congo, Dem. Rep.","COD","2012",57.85,14.71,610,327
"Congo, Dem. Rep.","COD","2013",58.27,16.08,630,326
"Congo, Dem. Rep.","COD","2014",58.66,19.05,680,325
"Congo, Rep.","COG","2000",50.59,22.01,2600,356
"Congo, Rep.","COG","2001",50.77,21.38,2690,379
"Congo, Rep.","COG","2002",51.18,22.74,2850,398
"Congo, Rep.","COG","2003",51.79,27.39,2940,413
"Congo, Rep.","COG","2004",52.6,34.81,2810,423
"Congo, Rep.","COG","2005",53.56,42.08,2970,426
"Congo, Rep.","COG","2006",54.65,50.89,3150,422
"Congo, Rep.","COG","2007",55.8,57.33,3220,413
"Congo, Rep.","COG","2008",56.97,64.52,3610,403
"Congo, Rep.","COG","2009",58.09,55.01,3730,393
"Congo, Rep.","COG","2010",59.14,67.71,4120,386
"Congo, Rep.","COG","2011",60.09,96.35,4180,383
"Congo, Rep.","COG","2012",60.92,126.89,4470,382
"Congo, Rep.","COG","2013",61.67,163.31,4670,382
"Congo, Rep.","COG","2014",62.31,161.64,5220,381
"Costa Rica","CRI","2000",77.42,289.41,7460,19
"Costa Rica","CRI","2001",77.57,297.42,7760,20
"Costa Rica","CRI","2002",77.71,339.93,8000,17
"Costa Rica","CRI","2003",77.84,358.12,8380,17
"Costa Rica","CRI","2004",77.97,346.18,8880,21
"Costa Rica","CRI","2005",78.09,364.01,9420,16
"Costa Rica","CRI","2006",78.21,409.93,10360,14
"Costa Rica","CRI","2007",78.33,524.55,11410,16
"Costa Rica","CRI","2008",78.46,606.6,12080,14
"Costa Rica","CRI","2009",78.59,634.14,11720,12
"Costa Rica","CRI","2010",78.74,771.24,12320,14
"Costa Rica","CRI","2011",78.89,872.11,12940,14
"Costa Rica","CRI","2012",79.05,930.48,13690,13
"Costa Rica","CRI","2013",79.23,990.35,13960,11
"Costa Rica","CRI","2014",79.4,970,14410,12
"Cote d'Ivoire","CIV","2000",46.7,38.94,2140,367
"Cote d'Ivoire","CIV","2001",46.61,32.16,2100,350
"Cote d'Ivoire","CIV","2002",46.7,32.09,2030,330
"Cote d'Ivoire","CIV","2003",46.93,40.71,1950,309
"Cote d'Ivoire","CIV","2004",47.3,48.7,2090,288
"Cote d'Ivoire","CIV","2005",47.75,50.78,2320,267
"Cote d'Ivoire","CIV","2006",48.26,56.53,2380,249
"Cote d'Ivoire","CIV","2007",48.78,68.44,2440,233
"Cote d'Ivoire","CIV","2008",49.28,78.05,2500,219
"Cote d'Ivoire","CIV","2009",49.74,79.1,2540,207
"Cote d'Ivoire","CIV","2010",50.15,78.17,2570,196
"Cote d'Ivoire","CIV","2011",50.52,79.09,2450,186
"Cote d'Ivoire","CIV","2012",50.86,78.72,2710,178
"Cote d'Ivoire","CIV","2013",51.21,84.08,2890,170
"Cote d'Ivoire","CIV","2014",51.56,88.37,3140,165
"Croatia","HRV","2000",72.81,371.22,10550,42
"Croatia","HRV","2001",74.51,387.77,11120,36
"Croatia","HRV","2002",74.72,388.08,12090,38
"Croatia","HRV","2003",74.61,512.02,12700,36
"Croatia","HRV","2004",75.52,633.9,13870,31
"Croatia","HRV","2005",75.24,726.52,14550,28
"Croatia","HRV","2006",75.84,813.87,16540,27
"Croatia","HRV","2007",75.71,1038.92,18390,25
"Croatia","HRV","2008",75.91,1265.14,19690,26
"Croatia","HRV","2009",76.17,1193.49,18840,22
"Croatia","HRV","2010",76.48,1143.85,18670,18
"Croatia","HRV","2011",76.78,1131.67,20140,17
"Croatia","HRV","2012",76.92,1029.52,20500,14
"Croatia","HRV","2013",77.13,1060.83,21240,14
"Croatia","HRV","2014",77.33,1050.33,21560,13
"Cuba","CUB","2000",76.64,166.33,8770,12
"Cuba","CUB","2001",76.87,177.88,9260,9.5
"Cuba","CUB","2002",77.1,194.8,9490,9.2
"Cuba","CUB","2003",77.36,201.88,10050,8.6
"Cuba","CUB","2004",77.64,208.58,10880,8
"Cuba","CUB","2005",77.93,356.29,12490,7.9
"Cuba","CUB","2006",78.21,359.99,14460,7.8
"Cuba","CUB","2007",78.45,586.91,15830,7.8
"Cuba","CUB","2008",78.65,584.1,16780,8.3
"Cuba","CUB","2009",78.81,650.55,16980,7.2
"Cuba","CUB","2010",78.94,583.37,17660,8.4
"Cuba","CUB","2011",79.04,645.63,18630,8.2
"Cuba","CUB","2012",79.14,554.72,NA,7.4
"Cuba","CUB","2013",79.26,656.7,NA,7.7
"Cuba","CUB","2014",79.39,816.62,NA,7.4
"Curacao","CUW","2000",NA,NA,NA,NA
"Curacao","CUW","2001",NA,NA,NA,NA
"Curacao","CUW","2002",NA,NA,NA,NA
"Curacao","CUW","2003",NA,NA,NA,NA
"Curacao","CUW","2004",NA,NA,NA,NA
"Curacao","CUW","2005",NA,NA,NA,NA
"Curacao","CUW","2006",74.71,NA,NA,NA
"Curacao","CUW","2007",75.36,NA,NA,NA
"Curacao","CUW","2008",75.31,NA,NA,NA
"Curacao","CUW","2009",76.16,NA,NA,NA
"Curacao","CUW","2010",NA,NA,NA,3.9
"Curacao","CUW","2011",77.47,NA,NA,0.76
"Curacao","CUW","2012",NA,NA,NA,0.75
"Curacao","CUW","2013",NA,NA,NA,1.5
"Curacao","CUW","2014",77.82,NA,NA,3.7
"Cyprus","CYP","2000",77.97,753.35,20540,4
"Cyprus","CYP","2001",78.1,783.71,22140,4.8
"Cyprus","CYP","2002",78.22,894.66,23140,2.3
"Cyprus","CYP","2003",78.35,1260.41,23650,4
"Cyprus","CYP","2004",78.47,1384.67,25290,3.4
"Cyprus","CYP","2005",78.59,1448.75,27250,3.8
"Cyprus","CYP","2006",78.72,1529.21,29350,3.9
"Cyprus","CYP","2007",78.87,1734.48,32460,4.4
"Cyprus","CYP","2008",79.03,2241.27,34110,5.1
"Cyprus","CYP","2009",79.2,2185.84,33480,5.4
"Cyprus","CYP","2010",79.38,2038.2,32290,6.4
"Cyprus","CYP","2011",79.57,2235.67,33190,5.3
"Cyprus","CYP","2012",79.76,1964.82,30900,6.4
"Cyprus","CYP","2013",79.95,1889.87,29180,4.1
"Cyprus","CYP","2014",80.13,1819.11,29370,3.9
"Czech Republic","CZE","2000",74.97,361.23,15840,16
"Czech Republic","CZE","2001",75.17,404.06,17080,14
"Czech Republic","CZE","2002",75.22,522.58,17510,13
"Czech Republic","CZE","2003",75.17,666.81,18720,13
"Czech Republic","CZE","2004",75.72,771.78,19820,12
"Czech Republic","CZE","2005",75.92,884.36,20920,11
"Czech Republic","CZE","2006",76.52,971.51,22310,11
"Czech Republic","CZE","2007",76.72,1147.98,24390,8.8
"Czech Republic","CZE","2008",76.98,1486.18,25980,8.9
"Czech Republic","CZE","2009",77.08,1483.94,25630,6.9
"Czech Republic","CZE","2010",77.42,1410.04,25580,6.8
"Czech Republic","CZE","2011",77.87,1545.57,26620,6.2
"Czech Republic","CZE","2012",78.08,1411.48,27250,6.2
"Czech Republic","CZE","2013",78.18,1412.79,28690,5.1
"Czech Republic","CZE","2014",78.28,1378.52,30200,5.2
"Denmark","DNK","2000",76.59,2612.69,28050,13
"Denmark","DNK","2001",76.79,2730.15,29110,11
"Denmark","DNK","2002",76.9,3023.12,30280,8.6
"Denmark","DNK","2003",77.14,3756.11,30590,8.4
"Denmark","DNK","2004",77.49,4387.09,33060,7.6
"Denmark","DNK","2005",77.84,4652.52,34420,8.4
"Denmark","DNK","2006",78.1,5017.51,37780,7.2
"Denmark","DNK","2007",78.2,5709.97,39160,7.5
"Denmark","DNK","2008",78.45,6395.9,41650,6.9
"Denmark","DNK","2009",78.6,6464.58,40600,6.1
"Denmark","DNK","2010",79.1,6266.81,43500,6.9
"Denmark","DNK","2011",79.8,6522.13,45020,7.4
"Denmark","DNK","2012",80.05,6203.77,45520,7
"Denmark","DNK","2013",80.3,6637.66,47620,6.7
"Denmark","DNK","2014",80.55,6463.24,48650,6
"Djibouti","DJI","2000",57.01,44.27,1730,687
"Djibouti","DJI","2001",57.09,42.26,1760,715
"Djibouti","DJI","2002",57.22,43.57,1810,535
"Djibouti","DJI","2003",57.41,51.6,1980,534
"Djibouti","DJI","2004",57.66,58.7,2120,479
"Djibouti","DJI","2005",57.98,65.68,2220,499
"Djibouti","DJI","2006",58.38,68.7,NA,477
"Djibouti","DJI","2007",58.83,81.9,NA,500
"Djibouti","DJI","2008",59.32,97.69,NA,568
"Djibouti","DJI","2009",59.84,107.1,NA,577
"Djibouti","DJI","2010",60.36,120.11,NA,628
"Djibouti","DJI","2011",60.85,128.23,NA,547
"Djibouti","DJI","2012",61.3,141.97,NA,509
"Djibouti","DJI","2013",61.69,153.96,NA,457
"Djibouti","DJI","2014",62.02,190.76,NA,317
"Dominica","DMA","2000",NA,225.42,5720,10
"Dominica","DMA","2001",NA,227.32,6170,10
"Dominica","DMA","2002",76.6,227.9,6080,3.3
"Dominica","DMA","2003",NA,229.29,6700,5.8
"Dominica","DMA","2004",NA,230.13,6990,10
"Dominica","DMA","2005",NA,241.03,7270,18
"Dominica","DMA","2006",NA,255.49,8020,31
"Dominica","DMA","2007",NA,282.78,8670,4.9
"Dominica","DMA","2008",NA,300.56,9530,21
"Dominica","DMA","2009",NA,369.57,9590,6.5
"Dominica","DMA","2010",NA,396.2,9840,13
"Dominica","DMA","2011",NA,401.19,9970,3.2
"Dominica","DMA","2012",NA,384.58,9830,11
"Dominica","DMA","2013",NA,400.39,10130,4.8
"Dominica","DMA","2014",NA,407.81,10640,1.6
"Dominican Republic","DOM","2000",70.63,163.05,6040,100
"Dominican Republic","DOM","2001",70.84,157.67,6190,96
"Dominican Republic","DOM","2002",71.05,163.28,6550,92
"Dominican Republic","DOM","2003",71.27,123.7,6410,89
"Dominican Republic","DOM","2004",71.48,101.54,6450,85
"Dominican Republic","DOM","2005",71.7,154.23,7380,82
"Dominican Republic","DOM","2006",71.92,165.87,8340,79
"Dominican Republic","DOM","2007",72.13,199.65,9190,76
"Dominican Republic","DOM","2008",72.34,206.95,9670,73
"Dominican Republic","DOM","2009",72.55,216.25,9710,70
"Dominican Republic","DOM","2010",72.75,217.71,10630,67
"Dominican Republic","DOM","2011",72.95,244.15,10890,65
"Dominican Republic","DOM","2012",73.14,253.8,11250,62
"Dominican Republic","DOM","2013",73.32,245.18,11710,60
"Dominican Republic","DOM","2014",73.5,268.99,12650,60
"Ecuador","ECU","2000",72.94,49.01,5400,99
"Ecuador","ECU","2001",73.23,73.45,5790,91
"Ecuador","ECU","2002",73.49,100.8,6080,84
"Ecuador","ECU","2003",73.73,157.75,6250,78
"Ecuador","ECU","2004",73.94,168.4,6810,74
"Ecuador","ECU","2005",74.14,177.48,7330,70
"Ecuador","ECU","2006",74.32,196.26,7790,67
"Ecuador","ECU","2007",74.5,213.18,8040,63
"Ecuador","ECU","2008",74.67,241.97,8710,61
"Ecuador","ECU","2009",74.84,237.25,8710,60
"Ecuador","ECU","2010",75.03,274.88,9030,59
"Ecuador","ECU","2011",75.23,308.97,9770,59
"Ecuador","ECU","2012",75.43,368.2,10360,59
"Ecuador","ECU","2013",75.65,439.56,10880,56
"Ecuador","ECU","2014",75.87,579.19,11330,54
"Egypt, Arab Rep.","EGY","2000",68.59,77.72,6050,26
"Egypt, Arab Rep.","EGY","2001",68.79,74.96,6300,25
"Egypt, Arab Rep.","EGY","2002",68.95,72.84,6360,24
"Egypt, Arab Rep.","EGY","2003",69.11,55.49,6550,23
"Egypt, Arab Rep.","EGY","2004",69.27,56.07,6870,22
"Egypt, Arab Rep.","EGY","2005",69.43,63.81,7280,21
"Egypt, Arab Rep.","EGY","2006",69.6,74.01,7930,21
"Egypt, Arab Rep.","EGY","2007",69.78,84.31,8610,20
"Egypt, Arab Rep.","EGY","2008",69.96,100.6,9240,19
"Egypt, Arab Rep.","EGY","2009",70.15,117.05,9490,19
"Egypt, Arab Rep.","EGY","2010",70.34,125.5,9700,18
"Egypt, Arab Rep.","EGY","2011",70.53,139,9810,17
"Egypt, Arab Rep.","EGY","2012",70.73,160.76,10010,17
"Egypt, Arab Rep.","EGY","2013",70.93,159.11,10130,16
"Egypt, Arab Rep.","EGY","2014",71.12,177.77,10330,15
"El Salvador","SLV","2000",68.72,184.64,4990,28
"El Salvador","SLV","2001",69.01,189.5,5170,27
"El Salvador","SLV","2002",69.3,192.39,5320,27
"El Salvador","SLV","2003",69.59,193.95,5500,28
"El Salvador","SLV","2004",69.88,194.57,5730,30
"El Salvador","SLV","2005",70.18,206.66,6100,31
"El Salvador","SLV","2006",70.48,207.54,6540,32
"El Salvador","SLV","2007",70.78,212.09,6960,32
"El Salvador","SLV","2008",71.08,221.77,7200,32
"El Salvador","SLV","2009",71.38,234.4,6940,32
"El Salvador","SLV","2010",71.67,245.19,7120,33
"El Salvador","SLV","2011",71.96,260.16,7390,34
"El Salvador","SLV","2012",72.23,262.93,7570,37
"El Salvador","SLV","2013",72.5,276.7,7780,39
"El Salvador","SLV","2014",72.75,279.65,7990,41
"Equatorial Guinea","GNQ","2000",52.11,53.84,6400,96
"Equatorial Guinea","GNQ","2001",52.4,47.46,6430,98
"Equatorial Guinea","GNQ","2002",52.69,65.28,8530,101
"Equatorial Guinea","GNQ","2003",52.99,94.42,7850,102
"Equatorial Guinea","GNQ","2004",53.32,174.45,9730,104
"Equatorial Guinea","GNQ","2005",53.67,214.1,17160,106
"Equatorial Guinea","GNQ","2006",54.08,266.45,28630,109
"Equatorial Guinea","GNQ","2007",54.52,344.18,33370,113
"Equatorial Guinea","GNQ","2008",54.99,519.9,36050,117
"Equatorial Guinea","GNQ","2009",55.48,702.63,31880,123
"Equatorial Guinea","GNQ","2010",55.97,609.27,25320,129
"Equatorial Guinea","GNQ","2011",56.45,688.82,29440,136
"Equatorial Guinea","GNQ","2012",56.89,852.46,32300,144
"Equatorial Guinea","GNQ","2013",57.29,729.75,30820,153
"Equatorial Guinea","GNQ","2014",57.65,663.05,29860,162
"Eritrea","ERI","2000",56.03,8.86,1280,177
"Eritrea","ERI","2001",56.58,8.13,1370,175
"Eritrea","ERI","2002",57.1,7.74,1380,173
"Eritrea","ERI","2003",57.6,7.76,1310,198
"Eritrea","ERI","2004",58.09,8.57,1320,172
"Eritrea","ERI","2005",58.59,7.78,1360,141
"Eritrea","ERI","2006",59.12,9.28,1360,116
"Eritrea","ERI","2007",59.67,9.85,1380,136
"Eritrea","ERI","2008",60.25,11.31,1240,109
"Eritrea","ERI","2009",60.85,13.35,1270,104
"Eritrea","ERI","2010",61.47,14.63,1290,101
"Eritrea","ERI","2011",62.07,16.67,1400,105
"Eritrea","ERI","2012",62.64,18.81,NA,106
"Eritrea","ERI","2013",63.18,20.75,NA,94
"Eritrea","ERI","2014",63.66,25.2,NA,77
"Estonia","EST","2000",70.42,214.38,9060,61
"Estonia","EST","2001",70.26,217.71,9840,58
"Estonia","EST","2002",70.9,256.66,11050,54
"Estonia","EST","2003",71.32,352.4,12360,51
"Estonia","EST","2004",71.91,452.33,13720,46
"Estonia","EST","2005",72.57,514.22,15870,42
"Estonia","EST","2006",72.69,624.62,18270,39
"Estonia","EST","2007",72.81,845.47,20440,36
"Estonia","EST","2008",73.77,1075.41,21470,33
"Estonia","EST","2009",74.82,1008.52,19900,30
"Estonia","EST","2010",75.43,902.67,20480,28
"Estonia","EST","2011",76.23,988.1,23310,25
"Estonia","EST","2012",76.33,1077.55,25080,24
"Estonia","EST","2013",77.14,1213.56,27030,22
"Estonia","EST","2014",77.24,1248.28,28150,20
"Ethiopia","ETH","2000",51.93,5.37,490,421
"Ethiopia","ETH","2001",52.59,5.05,520,409
"Ethiopia","ETH","2002",53.35,5.26,530,393
"Ethiopia","ETH","2003",54.22,5.51,510,376
"Ethiopia","ETH","2004",55.19,5.75,580,358
"Ethiopia","ETH","2005",56.24,6.79,650,341
"Ethiopia","ETH","2006",57.32,8.65,720,325
"Ethiopia","ETH","2007",58.41,11.21,810,310
"Ethiopia","ETH","2008",59.45,13.43,890,296
"Ethiopia","ETH","2009",60.42,14.83,950,282
"Ethiopia","ETH","2010",61.3,20.98,1050,268
"Ethiopia","ETH","2011",62.08,22.21,1160,253
"Ethiopia","ETH","2012",62.79,26.42,1250,239
"Ethiopia","ETH","2013",63.44,25.04,1370,224
"Ethiopia","ETH","2014",64.04,26.65,1500,207
"Fiji","FJI","2000",67.61,80.31,5390,22
"Fiji","FJI","2001",67.79,66.91,5450,28
"Fiji","FJI","2002",67.97,78.66,5800,23
"Fiji","FJI","2003",68.14,95.08,5920,28
"Fiji","FJI","2004",68.32,120.25,6390,20
"Fiji","FJI","2005",68.49,132,6710,20
"Fiji","FJI","2006",68.67,143.85,6630,17
"Fiji","FJI","2007",68.84,152.57,6800,14
"Fiji","FJI","2008",69.02,153.71,6920,16
"Fiji","FJI","2009",69.2,143.49,6950,21
"Fiji","FJI","2010",69.38,154.4,6980,27
"Fiji","FJI","2011",69.56,170.51,7260,31
"Fiji","FJI","2012",69.74,183.38,7440,30
"Fiji","FJI","2013",69.92,186.64,8100,36
"Fiji","FJI","2014",70.09,204.01,8480,53
"Finland","FIN","2000",77.47,1700.32,26570,12
"Finland","FIN","2001",77.97,1786.26,27820,10
"Finland","FIN","2002",78.12,2032.23,28650,9.9
"Finland","FIN","2003",78.37,2571.71,28810,8.7
"Finland","FIN","2004",78.71,2974,31360,7
"Finland","FIN","2005",78.82,3151.84,32130,7.4
"Finland","FIN","2006",79.21,3316.63,34710,6.1
"Finland","FIN","2007",79.26,3775.58,37810,6.5
"Finland","FIN","2008",79.57,4287.02,40040,7.2
"Finland","FIN","2009",79.72,4136.66,38350,8.7
"Finland","FIN","2010",79.87,4001.33,39340,6.6
"Finland","FIN","2011",80.47,4398.94,40870,6.7
"Finland","FIN","2012",80.63,4254.76,40830,5.5
"Finland","FIN","2013",80.98,4518.97,41470,5.6
"Finland","FIN","2014",81.13,4612.29,41900,5.3
"France","FRA","2000",79.06,2209.24,26680,12
"France","FRA","2001",79.16,2241.06,28180,11
"France","FRA","2002",79.26,2496.52,28930,11
"France","FRA","2003",79.11,3115.24,28610,12
"France","FRA","2004",80.16,3592.42,29590,9.8
"France","FRA","2005",80.16,3721.11,31140,9.5
"France","FRA","2006",80.81,3871.53,33200,9.4
"France","FRA","2007",81.11,4371.97,34860,10
"France","FRA","2008",81.21,4827.88,35910,10
"France","FRA","2009",81.41,4722.01,35390,9.1
"France","FRA","2010",81.66,4583.69,36760,8.9
"France","FRA","2011",82.11,4993.72,38320,8.7
"France","FRA","2012",81.97,4698.92,38180,8.6
"France","FRA","2013",82.22,4955.35,40090,8.6
"France","FRA","2014",82.37,4958.99,40680,8.2
"French Polynesia","PYF","2000",72.45,NA,NA,30
"French Polynesia","PYF","2001",72.8,NA,NA,30
"French Polynesia","PYF","2002",73.15,NA,NA,31
"French Polynesia","PYF","2003",73.51,NA,NA,24
"French Polynesia","PYF","2004",73.87,NA,NA,28
"French Polynesia","PYF","2005",74.23,NA,NA,28
"French Polynesia","PYF","2006",74.57,NA,NA,31
"French Polynesia","PYF","2007",74.89,NA,NA,28
"French Polynesia","PYF","2008",75.19,NA,NA,22
"French Polynesia","PYF","2009",75.45,NA,NA,23
"French Polynesia","PYF","2010",75.7,NA,NA,18
"French Polynesia","PYF","2011",75.92,NA,NA,27
"French Polynesia","PYF","2012",76.13,NA,NA,21
"French Polynesia","PYF","2013",76.33,NA,NA,22
"French Polynesia","PYF","2014",76.54,NA,NA,23
"Gabon","GAB","2000",59.34,118.89,11920,515
"Gabon","GAB","2001",59.12,128.61,12580,548
"Gabon","GAB","2002",59,132.58,12960,574
"Gabon","GAB","2003",59.02,171.49,12930,590
"Gabon","GAB","2004",59.17,187.36,12440,596
"Gabon","GAB","2005",59.47,189.15,13860,592
"Gabon","GAB","2006",59.89,207.71,12970,576
"Gabon","GAB","2007",60.39,246.75,13550,553
"Gabon","GAB","2008",60.95,266.86,13180,526
"Gabon","GAB","2009",61.53,276.35,13380,499
"Gabon","GAB","2010",62.12,319.74,13900,473
"Gabon","GAB","2011",62.71,353,14750,453
"Gabon","GAB","2012",63.28,343.24,16130,436
"Gabon","GAB","2013",63.84,380.26,16980,423
"Gabon","GAB","2014",64.38,321.33,18510,444
"Gambia, The","GMB","2000",55.58,23.02,1190,185
"Gambia, The","GMB","2001",56.07,20.12,1240,189
"Gambia, The","GMB","2002",56.57,16.59,1170,192
"Gambia, The","GMB","2003",57.04,15.22,1250,193
"Gambia, The","GMB","2004",57.49,18.06,1330,192
"Gambia, The","GMB","2005",57.89,21.52,1310,191
"Gambia, The","GMB","2006",58.25,24.32,1310,189
"Gambia, The","GMB","2007",58.57,29.96,1350,186
"Gambia, The","GMB","2008",58.85,36.19,1440,183
"Gambia, The","GMB","2009",59.11,32.15,1540,180
"Gambia, The","GMB","2010",59.34,32.33,1610,178
"Gambia, The","GMB","2011",59.56,32.27,1510,176
